OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
1852,E05004983,Barming and Teston, ,571362,154148,0.454638,51.260731,{0F927BDE-427B-4416-A174-4D2C66A2FA5C},13406.2340244577,5741192.02341217
1853,E05004984,Bearsted, ,579539,155374,0.57232398,51.26923,{6FF1B30C-9CF9-4D6E-8B7E-C9A1D9ACB961},7963.5237697782,2792482.62712961
1854,E05004985,Boughton Monchelsea and Chart Sutton, ,578472,148892,0.55381697,51.211342,{4A6F02F4-A0BC-4AC7-8026-1922F8D770BB},21820.8430934917,18568266.3337007
1855,E05004986,Boxley, ,577463,159678,0.54473197,51.30854,{BEF1DD75-7DEF-41D1-BA6A-FF8F67A18C2D},30290.1620414234,24143594.7827586
1856,E05004987,Bridge, ,574917,156214,0.50654799,51.27821,{4069A592-D4D7-4B4A-B544-E0BABF1F2AFD},6529.1226949051,1730220.90320527
1857,E05004989,Detling and Thurnham, ,580777,158714,0.59174001,51.29884,{129544F7-65A1-4DB3-9DE7-9ADF88722871},31048.0169304054,19291398.9517915
1858,E05004990,Downswood and Otham, ,579615,153455,0.57244998,51.251968,{64FC05E4-CC85-44EE-B343-631536A59BFB},9907.22301962263,3753190.45305278
1859,E05004991,East, ,576867,156455,0.53459501,51.279781,{99C9E160-D5FA-42C7-BE2E-0BB0CF2725C7},6780.01826003786,1676644.39365713
1860,E05004992,Fant, ,573835,154558,0.490246,51.263672,{E81831EF-274C-49FA-B7DB-6CA4F2D4B9EE},8320.74888059072,2435849.06606022
1861,E05004993,Harrietsham and Lenham, ,589755,152217,0.71692598,51.237572,{C17C8A8E-454C-4DA9-A248-B976BD30CFCE},32587.1940503895,33754447.7153903
1862,E05004994,Headcorn, ,584970,147145,0.645845,51.193581,{47B1AF36-66C1-45D5-80C9-02A221B1C9E2},52979.8384044665,53022297.5338881
1863,E05004995,Heath, ,573896,155294,0.49147701,51.27026,{8E0D9811-902E-4567-A080-58E62387F1FE},7145.92881017558,1859552.77068137
1864,E05004996,High Street, ,576350,155196,0.52657098,51.268631,{5AB21402-E812-4064-A612-470471742027},7200.10527417833,1925096.89324423
1865,E05004997,Leeds, ,582597,152315,0.61455202,51.24078,{F0292EBF-2B74-46AB-B616-DF6F53B198A7},17916.509692914,12556355.4587628
1866,E05004999,Marden and Yalding, ,572160,147067,0.46266499,51.19688,{8A5B1D99-1584-45DB-AC4A-E2F6F084FACA},51593.3716722915,61466026.9082136
1867,E05005000,North, ,576013,157070,0.52266598,51.285561,{72BF374F-B6E2-4FF7-88CC-674501A4A08E},7339.29538679691,2383833.49730681
1868,E05005001,North Downs, ,586534,157366,0.673522,51.284882,{DF80A577-05D1-4C27-BFCC-2E64508FA28B},60383.5414799274,65170838.320319
1869,E05005002,Park Wood, ,578642,152133,0.557863,51.240398,{6E916A79-98FD-47F1-9853-A566A71BBF0C},7513.22797613559,2338798.1227421
1870,E05005003,Shepway North, ,577585,154462,0.54389101,51.26165,{4825D4E1-E680-40DE-B56B-0AAEC06E2903},9179.03072051148,3847328.23960752
1871,E05005004,Shepway South, ,578220,153062,0.55228603,51.248878,{0E25CB67-ADEE-43F5-A06F-5CC3B698ED32},4822.88377854927,1152767.92755049
1872,E05005006,Staplehurst, ,578125,143671,0.54626799,51.164551,{97984E14-42CA-4819-BFA6-40F13B5824A3},28572.0498620779,23865019.0622317
1873,E05005007,Sutton Valence and Langley, ,580500,147100,0.58192003,51.194599,{346DCCB5-24F9-443C-BEEA-D1D4F1266D5B},24550.5532032124,12527169.2385938
1874,E05005010,Cowden and Hever, ,546534,142639,0.094374999,51.16423,{FE85741D-5CA9-4E3C-A106-20F9DF40430B},36901.0586169747,27412245.1110403
1875,E05005011,Crockenhill and Well Hill, ,550859,166706,0.166333,51.37936,{5A789289-B99C-4F5D-9A1C-855B0EE03A11},20334.3232111148,10031872.5933272
1876,E05005012,Dunton Green and Riverhead, ,551092,157757,0.165886,51.298889,{F691A0D2-F227-4517-8973-2E0EBCF76680},21063.6832399038,6759351.60343917
1877,E05005013,Edenbridge North and East, ,544443,147449,0.066422001,51.207981,{7D80DE4C-BB13-4207-A310-7B17D7977755},18997.1982512612,9644114.54065913
1878,E05005014,Edenbridge South and West, ,544421,144049,0.064741999,51.177441,{16C43359-774B-412C-9D25-870752C7F4FB},19200.669012443,12387193.6395914
1879,E05005016,"Farningham, Horton Kirby and South Darenth", ,556078,166557,0.2412,51.37661,{481DC307-75E4-40BD-9A8E-C705DE840A85},25640.437588291,20162397.9935923
1880,E05005017,Fawkham and West Kingsdown, ,557694,162971,0.26280999,51.343948,{8AE73491-04C9-4F6C-9B16-7E2FEABF374E},29519.0369813203,22613086.6122519
1881,E05005018,"Halstead, Knockholt and Badgers Mount", ,548470,160371,0.129391,51.323071,{7D9EFE54-98AD-4E6B-B8C9-C144B6DBDD0E},21721.3243158923,16016147.5511369
1882,E05005021,Kemsing, ,555910,159009,0.235485,51.308842,{71BBD2A1-9CCF-4BA0-9E3D-6E942383AF80},14933.8306868967,8946683.82708196
1883,E05005026,Sevenoaks Eastern, ,553642,156021,0.20168699,51.282612,{7CFBED79-DBC4-42BB-8CD5-4E923514DBD9},5576.95096846038,1261419.05560401
1884,E05005027,Sevenoaks Kippington, ,552598,153431,0.185624,51.259621,{D837A67F-5E30-4FF7-B9EC-6D0F6617F863},10711.4648337544,3902788.80581433
1885,E05005028,Sevenoaks Northern, ,552603,156711,0.187095,51.289089,{8690A0A4-7F44-4ED5-B593-32DACF377434},9777.82512276512,3363622.72718095
1886,E05005029,Sevenoaks Town and St John's, ,553766,153900,0.20255101,51.263519,{5753E579-2C33-4E62-B8F2-B23983C26788},13163.7181555984,6219101.07343404
1887,E05005031,Swanley St Mary's, ,550531,168750,0.162489,51.397812,{201DC22D-B06E-4E38-872B-C73F248FA2AD},5843.23364252778,1110079.51908158
1888,E05005032,Swanley White Oak, ,551611,169260,0.17821901,51.402111,{7FB1F412-85E6-4395-B4D0-21661BAD4550},7690.40333618099,1871330.77205308
1889,E05005081,Beacon Road, ,638288,169236,1.42233,51.37215,{E347A894-7A41-435F-B92E-ADB802D1BCC4},6223.25576773397,1479606.44938295
1890,E05005082,Birchington North, ,629391,169509,1.294908,51.378262,{CA94F032-E57C-4B42-BA7E-1D5569FBDEA9},10000.8991469746,1716888.63162528
1891,E05005083,Birchington South, ,629524,168732,1.296315,51.371231,{20FE6BF6-9940-45DD-B03B-95FF5D1AFBF0},14425.9872349516,5609685.94651158
1892,E05005084,Bradstowe, ,639428,168517,1.438194,51.365219,{8F017343-9089-4A5D-80AA-815C8F537147},5082.2456255722,1182128.02089675
1893,E05005085,Central Harbour, ,637848,164730,1.413012,51.33189,{4EC309AE-A95C-4F6D-A454-A0D20736D704},10221.2223935783,1414258.4059596
1894,E05005086,Cliffsend and Pegwell, ,635658,164698,1.3816119,51.332512,{062CAE59-11E8-4C65-8B3D-B6FE569FC522},23365.1653561388,4122384.25891466
1895,E05005087,Cliftonville East, ,637812,170861,1.416591,51.386929,{09C695F8-23E3-418F-A827-B89B27217A0A},6859.31735278908,2279010.7580794
1896,E05005088,Cliftonville West, ,636279,170976,1.394677,51.388611,{5F0193A0-415D-4E05-A5FC-3719C0C901E4},4844.85143525214,927441.771567823
1897,E05005089,Dane Valley, ,637152,170074,1.406599,51.38015,{858809D4-836F-41C5-BC5D-96CE0F6F46E4},6865.59371499883,1611608.74393366
1898,E05005090,Eastcliff, ,638295,165434,1.419886,51.33802,{2173538D-8557-4ACF-A4B5-E8446353858B},4671.02273865019,977833.447342413
1899,E05005091,Garlinge, ,633861,169616,1.359093,51.377399,{3A299203-5D89-4CAC-8A1D-C20D6ECFC078},7888.21326009325,2482181.52872174
1900,E05005092,Kingsgate, ,639192,169996,1.435804,51.37859,{8C8BAF76-9532-4DF6-8841-4C8F655297C5},8656.48868805245,2342357.83815341
1901,E05005093,Margate Central, ,635531,170785,1.383819,51.387199,{65317FD0-2AC4-4E01-B301-FC1600FF551C},5346.78546641653,883019.989197481
1902,E05005094,Nethercourt, ,636544,165099,1.394573,51.335751,{03105318-6AE2-49F5-9BB6-C23B2EC9BC47},5046.43862289214,860252.946860639
1903,E05005095,Newington, ,636290,165901,1.3914649,51.343048,{73AD0D2F-3187-4B09-BCE0-ABC63331B9EF},5574.14708068314,1323649.32570564
1904,E05005096,Northwood, ,636867,166755,1.4003021,51.350479,{DAE08456-3A7C-47DA-9470-F81B1172859C},8296.91441773176,2632824.81561556
1905,E05005097,St Peters, ,637674,168047,1.4127311,51.36174,{5F7D56CF-CA1C-4ED9-8BE4-44F80BCAEB02},8874.65900783695,4263462.29585526
1906,E05005098,Salmestone, ,635876,169278,1.387769,51.373531,{793A03D8-CEE4-4625-BFC0-F57C1E102CCD},8269.02284676993,2843018.14456257
1907,E05005099,Sir Moses Montefiore, ,638769,166054,1.427094,51.343391,{97300482-7D88-43EE-A0E7-451A99C2ADBB},5269.27713233923,1070508.45204381
1908,E05005100,Thanet Villages, ,630255,165638,1.304798,51.343159,{7313D2A8-1F81-4CDB-BD6D-FE70A74DB55D},42210.4259347245,58321389.5792218
1909,E05005101,Viking, ,639092,167123,1.43244,51.352852,{08FA6094-8CDD-4404-9DC5-AA47634D4DFF},6170.16161550621,2061242.54804717
1910,E05005102,Westbrook, ,633591,170325,1.3556859,51.383869,{52EEFC9F-9844-42EF-8DD3-4A88CB48087E},5666.98334122434,1039739.91625521
1911,E05005103,Westgate-on-Sea, ,631978,169334,1.331901,51.375641,{906648DC-9AB1-4056-AFE0-A104CE814305},8251.66519563288,2164669.3119954
1912,E05005130,Benenden and Cranbrook, ,577248,135040,0.52949703,51.08728,{864698EB-0031-4CDB-B3AD-6C5529A01450},46324.1366064239,54129560.4078306
1913,E05005131,Brenchley and Horsmonden, ,568596,140766,0.40875199,51.141331,{CCC57794-6A18-4CA9-BF92-31E8714E8219},37422.5380471334,41965990.8878982
1914,E05005132,Broadwater, ,557028,138451,0.24251699,51.123821,{FB12F526-3335-47F2-9970-F33AA7FD9B93},9283.94189087929,2943516.12176753
1915,E05005133,Capel, ,563131,145045,0.332638,51.181358,{0F7CA091-686A-429E-AA74-AB1C55757123},27972.9351724743,21149375.0477566
1916,E05005134,Culverden, ,557851,139841,0.254875,51.136082,{47B7C81F-728E-44E7-B8A1-9352287F0F50},7206.56912179327,1834727.83916858
1917,E05005135,Frittenden and Sissinghurst, ,580813,138749,0.58220202,51.119492,{079D1FE5-F904-4BA4-B9DE-531EB85F93A0},36772.70888537,29129859.4106986
1918,E05005136,Goudhurst and Lamberhurst, ,569540,136387,0.420176,51.101711,{35164575-8354-48E1-AFAF-89A8E5B651B6},56345.2083154553,60583564.0976167
1919,E05005137,Hawkhurst and Sandhurst, ,576624,130156,0.51821297,51.043598,{203A5709-D227-4465-92B9-84E98F08044B},43759.9885638264,44223941.5944817
1920,E05005138,Paddock Wood East, ,568604,144691,0.41070399,51.17659,{6F4650E8-9F99-428B-8BB1-8E7DEF64E905},13901.2003343938,6908929.25047785
1921,E05005139,Paddock Wood West, ,566416,144376,0.37928599,51.1744,{0D24E9B2-09D5-4D9B-A06C-77F58918481A},13214.9378209091,2919948.02404117
1922,E05005140,Pantiles and St Mark's, ,558535,138205,0.26392499,51.121189,{2D8023BA-7A4F-4B19-B63D-53C1F1D66202},9442.43317936588,2279851.8207607
1923,E05005141,Park, ,560527,139309,0.29285499,51.130562,{0CF369D0-3971-4240-B7D0-FBE6E7E11447},16643.4379729708,7894955.58306263
1924,E05005142,Pembury, ,562972,141081,0.32856899,51.14579,{028C5EA3-4FF8-4470-8E90-0EA2A492E7DA},17712.9916507944,14347972.6292335
1925,E05005143,Rusthall, ,556279,140109,0.23254099,51.13892,{0F80EBE7-F595-46AB-9C86-9836AA422560},7135.74196058226,1720619.4519792
1926,E05005144,St James', ,559118,140301,0.273173,51.139858,{655190E0-EFF0-4B4B-86F3-16838D9738FF},5163.46267715574,814126.052234352
1927,E05005145,St John's, ,558031,141092,0.257994,51.14727,{60C4D807-FA9F-4643-99CC-8FACE74942A9},7233.86167534136,2555014.55759577
1928,E05005146,Sherwood, ,560414,141497,0.29221499,51.150249,{D3C49A3C-FE75-435E-A5E3-CB7AF003E315},10286.7424401343,4197548.73062227
1929,E05005147,Southborough and High Brooms, ,559188,142273,0.27504399,51.157558,{4C15A3BB-D1E5-416F-B393-252136655AD0},12436.5642004672,2412723.80082086
1930,E05005148,Southborough North, ,557965,143328,0.25803301,51.167381,{D93C5250-A9DB-4FC9-889E-3A98D1017B7B},11279.8270014312,4909890.65451327
1931,E05005149,Speldhurst and Bidborough, ,554262,139499,0.203471,51.133991,{78B6D1A4-86E0-4EE2-98BD-B67181C54389},36017.2179899242,24406742.2418876
1932,E05005150,Bank Hall, ,384886,433165,-2.2309201,53.794579,{1E3E3411-587C-49C3-945D-C39938389C43},7241.55538472251,1593432.451929
1933,E05005151,Briercliffe, ,389105,434732,-2.16693,53.808769,{ABD54AF3-4F08-4BF5-A544-1BE62123F452},22853.6269524159,17207029.1470287
1934,E05005152,Brunshaw, ,385804,432199,-2.2169399,53.785931,{D8838A35-6D48-48CC-80CE-070F588C1527},7166.86696636715,1948260.66320424
1935,E05005153,Cliviger with Worsthorne, ,387993,429852,-2.18362,53.764889,{12AA9A6D-F3F2-4157-90DD-90C854B9F1FC},32263.3363265655,41787747.6409506
1936,E05005154,Coal Clough with Deerplay, ,382929,430033,-2.2604499,53.766369,{7B399C1E-B4D4-4F0A-A8E6-A6580B55A9C8},22212.9029741415,10895704.3606483
1937,E05005155,Daneshouse with Stoneyholme, ,383685,433839,-2.2491801,53.800598,{53DA1656-A9B2-429E-9BF9-4E920E49F9F4},8824.13201575997,2627559.04977847
1938,E05005156,Gannow, ,382041,433088,-2.2741001,53.7938,{F2732EC7-6576-40DA-85DB-4DDC4698D054},6560.26761704516,1244581.23645115
1939,E05005157,Gawthorpe, ,379848,434037,-2.3074501,53.80225,{60624FE7-B460-423D-ADFA-75DD08E871D1},7762.47284547444,1768417.91532201
1940,E05005158,Hapton with Park, ,379978,430553,-2.3052499,53.770939,{8F568AA5-7C67-4213-86CB-B6E4B83D11CA},22575.6258451217,16988632.4472531
1941,E05005159,Lanehead, ,385267,434094,-2.2251799,53.80294,{7373A3CE-4602-4FFD-BA1D-3CD585864EB9},7610.93980201686,1658772.97085976
1942,E05005160,Queensgate, ,384487,434656,-2.2370501,53.807968,{B7DC1B4F-9E0B-485C-821B-1AFD047D62F3},5284.27524563193,1222369.42078481
1943,E05005161,Rosegrove with Lowerhouse, ,381672,432219,-2.27965,53.78598,{04A4F32E-75AB-40C1-A8E3-42CCAC4A6B0B},9031.22062351464,2381296.1755185
1944,E05005162,Rosehill with Burnley Wood, ,384758,431330,-2.23277,53.778091,{9F2713D4-EA7B-4979-9F99-6F157B126B88},10073.2972437207,2474022.3311624
1945,E05005163,Trinity, ,383391,432509,-2.2535801,53.788639,{B731E157-6339-4CAE-9FE9-2C03F14FC19C},7396.17976557049,1622087.7175833
1946,E05005164,Whittlefield with Ightenhill, ,381484,434399,-2.28263,53.805561,{D3EE1412-C935-4148-945B-CD42DA31A50B},15845.5047880258,5264084.48075108
1947,E05005185,Ansdell, ,335059,427745,-2.9861,53.742031,{C0CED536-BF70-40F1-BAFD-287B5DD1E311},7568.29980846852,1529186.32938786
1948,E05005186,Ashton, ,331747,429216,-3.0366299,53.754829,{3E9906DE-F3AE-402D-9D1D-37D954BE2AA8},6451.41774718896,1567115.90910337
1949,E05005187,Central, ,332437,428597,-3.0260301,53.749352,{FF476D79-3359-4A25-BD62-CAD4D5AFAC05},6525.09566234882,1053015.81112233
1950,E05005188,Clifton, ,336447,427870,-2.96508,53.743328,{340037CB-EFD9-49AA-9D18-3943156B8E69},10922.8533691562,2885376.77483966
1951,E05005189,Elswick and Little Eccleston, ,341184,439456,-2.8954799,53.848,{DD34AC34-F568-445B-B334-54035F8800B8},18344.0643010373,8897205.23674588
1952,E05005190,Fairhaven, ,333329,427878,-3.0123501,53.743011,{C7194F70-7CC5-4247-A6B0-2E0D8A4AFB10},5670.32342632495,1549365.81915784
1953,E05005191,Freckleton East, ,344032,428751,-2.85025,53.752121,{54861453-E2E0-4AD1-91C3-012BD2FCAD9B},19785.7600692005,8500616.2764416
1954,E05005192,Freckleton West, ,342546,428419,-2.87272,53.74897,{9728E40B-8AB7-4E93-8730-1360FCF31523},11872.2140018311,2793862.3047504
1955,E05005193,Heyhouses, ,333694,429991,-3.0072701,53.762039,{A6B188F0-36DC-45C0-85C1-E060E9202301},12882.1787322098,3702177.88273836
1956,E05005194,Kilnhouse, ,332961,430564,-3.0185101,53.767101,{71B19DF5-9AC7-4DFA-8108-2D0A389CE357},6095.69074712019,1775741.94499737
1957,E05005195,Kirkham North, ,341781,432369,-2.8850701,53.784382,{9E7B4A42-66DB-44BC-A2A3-11F7161711EC},9590.11451031013,2188605.95244469
1958,E05005196,Kirkham South, ,342365,431445,-2.87603,53.776138,{E50911D0-4BDC-435C-B067-EF41E81464C1},6607.92471425285,1775163.51752212
1959,E05005197,Medlar-with-Wesham, ,341637,435917,-2.8879199,53.81625,{89F74EE1-412B-4F59-A97A-4E6A5FA591D3},14178.4499504496,7653666.08482195
1960,E05005198,Newton and Treales, ,345317,433351,-2.8315799,53.793591,{CE65B444-0E2E-4329-A9F3-F4685505920D},29331.8313012625,33545356.2418159
1961,E05005199,Park, ,334817,429439,-2.9901199,53.757221,{4B0A2A4C-2684-4F0F-A3C0-7F2AEF557878},11246.9948589868,3564974.54789053
1962,E05005200,Ribby-with-Wrea, ,340041,431169,-2.9112401,53.773399,{C0604B8D-B14E-41EA-9826-BEA5725FD146},10536.1439322463,4433721.42166632
1963,E05005201,St Johns, ,337511,427870,-2.9489501,53.74345,{D92A3ADD-F5C1-4483-BDD0-6227EF67744A},34765.2237659517,3503822.63311251
1964,E05005202,St Leonards, ,331520,430993,-3.0404601,53.770771,{BA51CA0F-235C-42BE-94CC-14B2F8B39982},8496.72768770029,3841611.09264144
1965,E05005203,Singleton and Greenhalgh, ,338922,437595,-2.9294901,53.83102,{E6F13C57-3186-4F8B-9AFC-3E170C2B179E},26261.2457402995,18840662.6019187
1966,E05005204,Staining and Weeton, ,337294,435490,-2.9537899,53.811909,{EABF2263-17BF-402A-B940-5E944899380E},21348.2540483669,17642939.7928171
1967,E05005205,Warton and Westby, ,338123,431797,-2.94046,53.77882,{4383B24D-9B81-4E27-9E13-F0E6C48B1618},69197.4534614471,34452621.0663154
1968,E05005206,Altham, ,376329,431619,-2.3606901,53.780369,{0C74168A-5C5F-4903-9628-A413ACB1A9BA},14684.5150870251,8339618.97279772
1969,E05005207,Barnfield, ,377645,428171,-2.3404701,53.749432,{B4DDD8C8-BF9F-470E-8D9B-8A9F832E0F73},11985.8889615097,4213643.98446376
1970,E05005208,Baxenden, ,377358,426341,-2.3446901,53.732971,{30F7CB12-6EE3-47C1-A83E-7E28B84BE7B4},11220.5394306522,4461055.98979858
1971,E05005209,Central, ,375362,428527,-2.3751199,53.752529,{64C388E6-83EA-48C8-8659-2AC36BFA82FB},5036.07914717967,900452.661385416
1972,E05005210,Church, ,374437,429218,-2.3892,53.758701,{9C6162E1-517F-42DB-928A-762C6A29ADB4},6995.75535094718,2179760.82569357
1973,E05005211,Clayton-le-Moors, ,374274,430981,-2.39183,53.774529,{2FB01B52-A38D-4098-80AB-6C904BEB2275},7849.72975918153,1967327.40023173
1974,E05005212,Huncoat, ,377684,430305,-2.34004,53.76862,{0CE3BDB2-9308-4AD2-801D-4780D9520E9E},11303.2927972082,4116951.06369218
1975,E05005213,Immanuel, ,374702,425716,-2.3849001,53.727242,{9C264568-2436-4299-8427-B306BAB203F2},15550.7860012114,11168623.7178922
1976,E05005214,Milnshaw, ,375972,429727,-2.3659599,53.763351,{3B33A1AE-32DC-4300-938B-4F1C74211EE1},5420.22672344354,1121521.11458847
1977,E05005215,Netherton, ,374659,432684,-2.3861201,53.78986,{C0435BD3-F445-4034-864A-7EC60590C554},10700.3629368122,2759176.74139648
1978,E05005216,Overton, ,372835,433323,-2.4138701,53.795509,{AF393E09-7352-4FA9-8AA1-7597D6722275},14895.0721121274,9458509.00469956
1979,E05005217,Peel, ,376438,428859,-2.35883,53.755569,{81F5907A-F526-4D45-890E-98CDE091A7D8},2928.24457505655,470319.352880886
1980,E05005218,Rishton, ,371876,429910,-2.4281099,53.764778,{8E1807CE-8059-46EF-A251-A364C2B461F4},20170.2671891676,11074747.2559437
1981,E05005219,St Andrew's, ,373969,427863,-2.3961899,53.746498,{AF2E3B5E-CC3F-474B-AFFF-51F9AEB113EE},4891.0615633777,1250542.72283704
1982,E05005220,St Oswald's, ,372407,426195,-2.4197199,53.731419,{9FAF2479-439E-4A29-A589-AD9CC549A82A},16613.1309985653,8229971.49197899
1983,E05005221,Spring Hill, ,375347,427628,-2.3752699,53.74445,{0B72A854-9C33-4F2F-BE22-E33D541BE9B6},6541.47808137897,1294316.09600265
1984,E05005316,Cribden, ,381050,424075,-2.28859,53.712761,{68776349-204C-4A31-90AF-247E21C4606E},8220.13094642874,3247777.57528916
1985,E05005317,Eden, ,381511,417257,-2.2811899,53.651489,{90A237A2-A916-425F-8C6F-050B9EC8F42D},30357.5953123319,20273465.6069986
1986,E05005318,Facit and Shawforth, ,388413,420299,-2.1768899,53.679031,{3FEBFD98-0D7A-4474-91A1-E6E624E04D88},18434.0606239651,11108553.8657351
1987,E05005319,Goodshaw, ,381123,426505,-2.2876301,53.7346,{C906AD5D-C721-47C9-9997-21253992C85B},13303.594939065,8505453.18814167
1988,E05005320,Greenfield, ,379005,421960,-2.3194201,53.693668,{BBE2A0E6-F936-4023-9D8C-C9E3C27D317E},9898.57903187007,2563355.46288413
1989,E05005321,Greensclough, ,387297,424048,-2.1939399,53.7127,{C9E5CFE2-6CBA-4FFE-9B1A-008A0A79A295},17626.5627607218,11115692.1016648
1990,E05005322,Hareholme, ,382412,422537,-2.2678599,53.698978,{4F865682-2808-4BA7-9F59-770678FCA1DE},12103.2289153726,5079064.22901079
1991,E05005323,Healey and Whitworth, ,387932,417672,-2.1840601,53.655411,{DFE91EDC-5854-47D3-9D94-E8EFB8AA7F09},15635.9672634076,7025170.6733637
1992,E05005324,Helmshore, ,376010,420911,-2.3647001,53.684109,{75CBDE9B-3039-470D-B168-BCE8CB831688},22052.4308505939,18880160.7863046
1993,E05005325,Irwell, ,388089,422389,-2.18187,53.697811,{7DA5509E-E1F2-4EDB-9F06-E1A3C7B25E28},11379.8665111911,4511678.29077266
1994,E05005326,Longholme, ,380453,421984,-2.2974999,53.693939,{4DEF1735-506E-454D-B56A-F244D1113F87},11763.421995751,4797142.57635189
1995,E05005327,Stacksteads, ,385453,421460,-2.22175,53.689388,{CC217C42-994B-4C59-AEE0-A3AE6D0A39F7},16581.9306994255,7974333.35884699
1996,E05005328,Whitewell, ,384072,424998,-2.2428501,53.721149,{66EA7006-98BA-43B2-B1FC-1A1FE4E3D1F9},29854.8636545912,18256384.2414178
1997,E05005329,Worsley, ,376755,424010,-2.3536501,53.712002,{DD3AF1EC-1E93-4EFD-A2DD-E46ED5D37D36},23592.9738896006,14702670.8778935
1998,E05005357,Ashurst, ,348925,407748,-2.7725899,53.563862,{E85B2E0E-54E1-46E3-B239-C32183DF6E91},8287.32250367745,2691567.70447016
1999,E05005358,Aughton and Downholland, ,334843,406334,-2.98488,53.549591,{188095DA-AB7F-4757-AA8B-791C61BD0787},42822.2222201684,39470188.4939228
2000,E05005359,Aughton Park, ,339056,407309,-2.92149,53.558861,{A93710C4-906C-4ED8-8C7D-FCF7F1F4B253},16681.5972495676,7106369.00944603
2001,E05005360,Birch Green, ,348927,406657,-2.7723899,53.55405,{F84F346B-1D16-4CE2-9CBB-2E88DC004D43},5999.51421267921,1347921.68716949
2002,E05005361,Burscough East, ,345081,411842,-2.8313501,53.600262,{5D6EE248-109A-461F-964E-BB43E67EDB5F},12747.4765433836,3596367.48787448
2003,E05005362,Burscough West, ,342856,412293,-2.8650501,53.60408,{544BB7C2-3A1F-4744-A819-4B25386238E0},17047.4184675851,8553605.54623578
2004,E05005363,Derby, ,342858,408169,-2.86426,53.56702,{705B1B3E-86C1-4D51-8A08-CFBECB0950B8},15266.1474946285,8043477.1816389
2005,E05005364,Digmoor, ,349289,405291,-2.7667,53.541809,{ABB452BC-6FAB-41AB-BC2A-CCFB288FCE40},5214.89205299533,1074805.47059386
2006,E05005365,Halsall, ,335097,411140,-2.9820399,53.592812,{6DD5A011-0078-476C-AFB5-BB39C10FED84},26747.8996025263,28013681.22237
2007,E05005366,Hesketh-with-Becconsall, ,343164,424237,-2.8625801,53.711449,{3B18E200-FC28-4745-B01B-0737EF1BB332},47411.2569461185,18666533.6414361
2008,E05005367,Knowsley, ,340679,408429,-2.8972001,53.569111,{5E2B3F96-D3C6-4F39-87C9-9CB7F3350F60},8009.96858866137,2899062.93950576
2009,E05005368,Moorside, ,350131,404895,-2.7539301,53.53833,{FC7B3616-D04C-4987-8729-2A6FBF2C2BC1},4050.54146004909,829356.881418475
2010,E05005369,North Meols, ,339234,420905,-2.9214599,53.681068,{7C110D33-EBE6-4AFA-BCDE-06073D3C3A78},104271.557993101,30587443.5555662
2011,E05005370,Parbold, ,349672,410819,-2.7618101,53.59153,{8E1D1CC2-036F-43AB-8D1E-CA873940019C},27650.7136315023,18557923.0533576
2012,E05005371,Rufford, ,344425,416288,-2.8420501,53.640148,{1BF50CBF-568C-4D0D-B84C-E879E49E1002},15712.0066503538,12629200.9495865
2013,E05005372,Scarisbrick, ,339729,413154,-2.9124601,53.611469,{5360B115-42A8-45B7-B0BD-CFEF96BBCEC5},32471.1924106983,39889546.9329289
2014,E05005373,Scott, ,341802,409646,-2.8804801,53.58017,{4AB82CEB-7374-4B2C-95B3-B3CA876EB39E},8685.99189253029,3848154.2890297
2015,E05005374,Skelmersdale North, ,347639,407167,-2.7919099,53.55851,{AB895A96-3CD7-4592-BF14-52C685117AC7},11421.3781619483,3039349.48795424
2016,E05005375,Skelmersdale South, ,347502,405472,-2.79369,53.543259,{2BDEBE5A-61DC-4425-BDBA-F9BA236A5241},9743.80312846585,3452003.89244404
2017,E05005376,Tanhouse, ,350106,406278,-2.75453,53.550758,{479BD692-3734-4F8F-89B0-BAB2870CA523},8293.43530870889,2241857.94402279
2018,E05005377,Tarleton, ,343135,419535,-2.86216,53.669189,{304117EB-D0C0-4EFA-8210-32626C2B5FAC},22605.0657521399,22398518.9563801
2019,E05005378,Up Holland, ,350423,404044,-2.7493899,53.530708,{1F42B478-FB26-437A-B9EF-4AF349CBD0AE},17070.0000167744,9772791.59085038
2020,E05005379,Wrightington, ,352371,409830,-2.72089,53.582901,{DF0F630F-581B-46F8-9999-C1CA559458D3},30033.1064255112,18294376.0352499
2021,E05005380,Bickerstaffe, ,344574,403311,-2.8374901,53.52354,{EA3A5147-27CB-40A3-84C4-56F4D8BB1B16},39709.8126118068,40047776.6336796
2022,E05005381,Newburgh, ,346390,410809,-2.8113899,53.591122,{39A8E1C7-A730-421B-99BD-7AE8F42E4CD9},28867.6611100546,19581092.5267692
2023,E05005408,Blaby South, ,457332,296588,-1.15563,52.564121,{1F3EF239-2B07-4F12-AE1D-C00344F85DFF},8618.84929514823,2623771.63847361
2024,E05005409,Cosby with South Whetstone, ,455359,294746,-1.18504,52.547771,{32287031-1D02-443B-A3EA-DD209BDA3F57},20793.2654388755,14717248.7661236
2025,E05005410,Countesthorpe, ,460043,295456,-1.11585,52.553661,{7B4DB622-759C-4305-B854-F81AFA0FDA7E},24926.575401386,14728408.6878678
